,buying__high,buying__low,buying__med,buying__vhigh,maint__high,maint__low,maint__med,maint__vhigh,doors__2,doors__3,doors__4,doors__5more,persons__2,persons__4,persons__more,lug_boot__big,lug_boot__med,lug_boot__small,safety__high,safety__low,safety__med,acceptance
379,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,unacc
380,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,unacc
381,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,unacc
382,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
383,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
384,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
385,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
386,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
387,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,unacc
388,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
389,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,acc
390,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,unacc
391,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,acc
392,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,acc
393,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
394,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,acc
395,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,acc
396,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,unacc
397,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
398,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,acc
399,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
400,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,acc
401,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,acc
402,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
403,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,acc
404,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,acc
405,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,unacc
406,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,unacc
407,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,unacc
408,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
409,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,unacc
410,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,unacc
411,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
412,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
413,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,unacc
414,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,unacc
415,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
416,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,acc
417,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
418,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,acc
419,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,acc
420,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,unacc
421,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,acc
422,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,acc
423,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,unacc
424,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,unacc
425,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
426,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
427,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,acc
428,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,acc
429,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,unacc
430,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,acc
431,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,acc
432,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,unacc
433,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
434,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,unacc
435,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,unacc
436,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
437,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
438,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
439,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,unacc
440,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
441,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,unacc
442,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,unacc
443,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,unacc
444,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
445,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,unacc
446,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,unacc
447,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
448,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,unacc
449,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,unacc
450,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
451,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
452,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
453,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,unacc
454,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,unacc
455,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,unacc
456,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,unacc
457,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,unacc
458,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,unacc
459,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,unacc
460,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,unacc
461,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,unacc
462,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,unacc
463,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,unacc
464,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
465,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,unacc
466,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,unacc
467,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,unacc
468,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
469,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
470,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,unacc
471,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,unacc
472,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,unacc
473,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,unacc
474,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,unacc
475,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,unacc
476,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,unacc
477,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,unacc
478,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,unacc
479,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,unacc
480,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
481,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,unacc
482,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,unacc
483,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,unacc
484,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,unacc
485,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,unacc
486,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,unacc
487,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,unacc
488,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,unacc
489,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,unacc
490,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
491,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
492,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
493,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
494,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
495,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,unacc
496,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
497,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,unacc
498,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,unacc
499,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,unacc
500,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,unacc
501,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
502,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,unacc
503,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,unacc
504,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,unacc
505,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
506,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,unacc
507,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
508,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,unacc
509,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,unacc
510,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
511,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,unacc
512,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,unacc
513,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,unacc
514,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,unacc
515,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,unacc
516,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
517,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,unacc
518,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,unacc
519,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
520,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
521,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,unacc
522,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,unacc
523,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
524,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,unacc
525,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
526,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,unacc
527,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,unacc
528,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,unacc
529,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,unacc
530,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,unacc
531,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,unacc
532,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,unacc
533,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,unacc
534,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
535,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,unacc
536,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,unacc
537,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,unacc
538,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,unacc
539,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,unacc
540,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,unacc
541,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
542,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,unacc
543,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,unacc
544,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
545,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
546,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
547,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,unacc
548,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
549,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,unacc
550,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,unacc
551,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,acc
552,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
553,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,unacc
554,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,acc
555,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
556,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,acc
557,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
558,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
559,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
560,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
561,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,unacc
562,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,unacc
563,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,acc
564,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,unacc
565,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,acc
566,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,acc
567,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,unacc
568,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,unacc
569,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,unacc
570,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,unacc
571,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,unacc
572,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,unacc
573,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,unacc
574,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,unacc
575,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,unacc
576,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,unacc
577,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,unacc
578,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,acc
579,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,unacc
580,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,unacc
581,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,acc
582,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,unacc
583,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,acc
584,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,acc
585,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,unacc
586,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,unacc
587,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,acc
588,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,unacc
589,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,acc
590,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,acc
591,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,unacc
592,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,acc
593,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,acc
594,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,unacc
595,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,unacc
596,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,unacc
597,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,unacc
598,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,unacc
599,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,unacc
600,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,unacc
601,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,unacc
602,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,unacc
603,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,unacc
604,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,unacc
605,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,acc
606,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,unacc
607,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,acc
608,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,acc
609,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,unacc
610,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,acc
611,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,acc
612,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,unacc
613,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,unacc
614,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,acc
615,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,unacc
616,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,acc
617,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,acc
618,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,unacc
619,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,acc
620,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,acc
621,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,unacc
622,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,unacc
623,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,unacc
624,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,unacc
625,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,unacc
626,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,unacc
627,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,unacc
628,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,unacc
629,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,unacc
630,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,unacc
631,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,unacc
632,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,acc
633,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,unacc
634,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,acc
635,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,acc
636,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,unacc
637,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,acc
638,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,acc
639,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,unacc
640,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,unacc
641,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,acc
642,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,unacc
643,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,acc
644,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,acc
645,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,unacc
646,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,acc
647,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,acc
648,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,unacc
649,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,unacc
650,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,unacc
651,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,unacc
652,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,unacc
653,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,unacc
654,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,unacc
655,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,unacc
656,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,unacc
657,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,unacc
658,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,unacc
659,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,acc
660,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,unacc
661,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,unacc
662,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,acc
663,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,unacc
664,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,acc
665,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,acc
666,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,unacc
667,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,unacc
668,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,unacc
